id_vendedor,nombre_vendedor,experiencia_anios,sucursal,ventas_realizadas,ingresos_generados,ticket_promedio,comision_total,clientes_atendidos
50.0,Camila López,1.0,Sucursal Calle 80,2,107163.1,53581.55,0,2
31.0,Laura Sánchez,4.0,Sucursal Occidente,2,102234.35,51117.175,0,2
14.0,Camila López,7.0,Sucursal Calle 80,1,94812.84999999999,94812.84999999999,0,1
34.0,Juan García,2.0,Sucursal Occidente,2,93869.6,46934.8,0,2
9.0,Diego López,10.0,Sucursal Occidente,2,93544.75,46772.375,0,2
3.0,Camila Martínez,14.0,Sucursal Occidente,1,91030.0,91030.0,0,1
29.0,Ana Pérez,2.0,Sucursal Occidente,2,87767.65,43883.825,0,2
5.0,Sofía Ramírez,12.0,Sucursal Occidente,2,82377.45,41188.725,0,2
7.0,Camila Sánchez,11.0,Sucursal Calle 80,1,80019.0,80019.0,0,1
49.0,Ana García,14.0,Sucursal Occidente,2,78676.4,39338.2,0,2
30.0,Luis Sánchez,8.0,Sucursal Calle 80,1,74431.8,74431.8,0,1
7.0,Camila Sánchez,11.0,Sucursal Autopista,1,71689.84999999999,71689.84999999999,0,1
17.0,Carlos Ramírez,9.0,Sucursal Occidente,1,65936.0,65936.0,0,1
11.0,Pedro Ramírez,15.0,Sucursal Occidente,1,65161.60000000001,65161.60000000001,0,1
4.0,Camila López,11.0,Sucursal Occidente,1,64017.9,64017.9,0,1
47.0,Ana González,10.0,Sucursal Occidente,1,62609.75,62609.75,0,1
28.0,Pedro Ramírez,1.0,Sucursal Calle 80,1,59156.0,59156.0,0,1
45.0,Camila López,12.0,Sucursal Occidente,1,58050.7,58050.7,0,1
32.0,Ana Ramírez,11.0,Sucursal Occidente,1,57582.9,57582.9,0,1
38.0,María López,8.0,Sucursal Occidente,1,54682.95,54682.95,0,1
18.0,Carlos Martínez,13.0,Sucursal Principal,1,53604.7,53604.7,0,1
15.0,Ana Pérez,0.0,Sucursal Occidente,1,52011.2,52011.2,0,1
2.0,Luis López,6.0,Sucursal Occidente,1,50432.4,50432.4,0,1
23.0,Diego Pérez,5.0,Sucursal Calle 80,1,40636.25,40636.25,0,1
40.0,Sofía García,3.0,Sucursal Occidente,1,40531.5,40531.5,0,1
20.0,María Sánchez,2.0,Sucursal Occidente,1,33279.3,33279.3,0,1
27.0,Laura Sánchez,9.0,Sucursal Occidente,1,33080.0,33080.0,0,1
