id_cliente,nombre,tipo_cliente,edad,genero,ultima_compra,frecuencia,valor_monetario,ticket_promedio,vehiculos_comprados,recency,r_score,f_score,m_score,rfm_score,segmento
261,hernan rodriguez alvarez,recurrente,74,M,2021-11-06,1,1000.0,1000.0,1,1586.0,1,1,1,3,En riesgo
263,claudia vargas alvarez,potencial,43,M,,2,137771.0,68885.5,2,999.0,4,3,3,10,Leales
264,claudia gonzalez dominguez,vip,38,F,,5,179846.0,35969.2,5,999.0,4,5,4,13,Campeones
265,diego sanchez rios,vip,23,F,2021-08-27,5,382856.0,76571.2,5,1657.0,1,5,5,11,Leales
266,felipe cruz niniez,nuevo,31,M,,2,136669.0,68334.5,2,999.0,4,3,3,10,Leales
267,alejandro espania moreno,empresarial,77,F,,0,0.0,,0,999.0,4,1,1,6,Potenciales
268,patricia perez fernandez,empresarial,54,F,,2,170282.0,85141.0,2,999.0,4,3,4,11,Leales
269,jesus moreno vargas,potencial,44,F,,3,3000.0,1000.0,3,999.0,4,4,1,9,Prometedores
270,daniela toro sanchez,empresarial,47,M,,4,367029.0,91757.25,4,999.0,4,5,5,14,Campeones
271,maria cruz munoz,vip,30,M,,3,186739.0,93369.5,3,999.0,4,4,4,12,Leales
272,felipe vargas ramirez,recurrente,54,M,,2,124642.0,62321.0,2,999.0,4,3,3,10,Leales
273,sebastian sanchez sanchez,recurrente,88,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
274,veronica herrera ospina,recurrente,49,F,,2,61047.0,30523.5,2,999.0,4,3,2,9,Prometedores
275,alejandro moreno ospina,empresarial,59,M,,2,44743.0,22371.5,2,999.0,4,3,2,9,Prometedores
276,sofia vargas niniez,empresarial,77,F,,1,27069.0,27069.0,1,999.0,4,1,1,6,Potenciales
277,daniela fernandez espana,empresarial,53,F,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
278,monica rios vargas,vip,28,M,,4,133435.0,33358.75,4,999.0,4,5,3,12,Leales
279,alvaro vargas perez,potencial,20,F,,2,129770.0,64885.0,2,999.0,4,3,3,10,Leales
280,daniela moreno castanio,recurrente,40,F,,4,333182.0,83295.5,4,999.0,4,5,5,14,Campeones
281,carolina ninez ospina,vip,30,F,,3,120961.0,40320.333333333336,3,999.0,4,4,3,11,Leales
282,camilo ospina garcia,nuevo,58,F,,4,319063.0,79765.75,4,999.0,4,5,5,14,Campeones
283,angela martinez castanio,empresarial,48,M,,5,551907.0,110381.4,5,999.0,4,5,5,14,Campeones
284,valentina cruz gutierrez,recurrente,63,M,,2,212747.0,106373.5,2,999.0,4,3,4,11,Leales
285,patricia garcia ramirez,nuevo,31,F,2021-06-11,3,191106.0,63702.0,3,1734.0,1,4,4,9,Prometedores
286,julian garcia cifuentes,vip,57,F,,3,68411.0,22803.666666666668,3,999.0,4,4,2,10,Leales
287,julian toro fernandez,potencial,26,F,,1,75154.0,75154.0,1,999.0,4,1,2,7,Prometedores
288,camilo espana cruz,recurrente,74,F,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
289,daniela ramirez dominguez,empresarial,26,F,,0,0.0,,0,999.0,4,1,1,6,Potenciales
290,jesus ospina espana,vip,60,M,2022-11-24,3,165150.0,55050.0,3,1203.0,1,4,4,9,Prometedores
291,sebastian rios gutierrez,potencial,47,M,,2,154192.0,77096.0,2,999.0,4,3,4,11,Leales
292,mauricio cifuentes castanio,potencial,30,F,,2,195062.0,97531.0,2,999.0,4,3,4,11,Leales
293,sebastian garcia garcia,recurrente,19,M,,3,80910.0,26970.0,3,999.0,4,4,2,10,Leales
294,monica niniez pena,vip,24,F,,3,301428.0,100476.0,3,999.0,4,4,5,13,Campeones
295,ricardo toro niniez,potencial,68,F,,2,33773.0,16886.5,2,999.0,4,3,2,9,Prometedores
296,carolina rios cardenas,vip,29,F,2024-09-07,5,373327.0,74665.4,5,550.0,5,5,5,15,Campeones
297,mauricio cruz cardenas,vip,55,F,2020-12-09,3,224224.0,74741.33333333333,3,1918.0,1,4,5,10,Leales
298,valentina pena alvarez,nuevo,26,F,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
299,patricia munioz vargas,empresarial,55,M,,3,258226.0,86075.33333333333,3,999.0,4,4,5,13,Campeones
300,carolina garcia cruz,empresarial,55,M,,5,288675.0,72168.75,5,999.0,4,5,5,14,Campeones
301,laura munioz cardenas,empresarial,30,F,2023-11-09,4,144025.0,36006.25,4,853.0,5,5,3,13,Campeones
302,sofia ramirez rios,potencial,20,M,2023-09-05,4,305990.0,76497.5,4,918.0,5,5,5,15,Campeones
303,daniela gonzalez dominguez,vip,55,M,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
304,jose moreno cifuentes,vip,28,F,,3,182111.0,60703.666666666664,3,999.0,4,4,4,12,Leales
305,jesus garcia cifuentes,empresarial,30,M,,2,30807.0,30807.0,2,999.0,4,3,2,9,Prometedores
306,monica garcia perez,nuevo,35,F,,1,33505.0,33505.0,1,999.0,4,1,2,7,Prometedores
307,laura perez rodriguez,empresarial,58,M,,4,190345.0,47586.25,4,999.0,4,5,4,13,Campeones
309,patricia gonzalez niniez,vip,68,F,,3,219797.0,73265.66666666667,3,999.0,4,4,4,12,Leales
310,hernan ospina ninez,potencial,56,M,2024-07-24,1,30623.0,30623.0,1,595.0,5,1,1,7,Prometedores
311,daniela niniez vargas,recurrente,32,M,,1,19189.0,19189.0,1,999.0,4,1,1,6,Potenciales
312,daniela cruz cifuentes,nuevo,29,F,2020-04-26,4,215882.0,71960.66666666667,4,2145.0,1,5,4,10,Leales
313,mauricio alvarez vargas,potencial,75,M,,3,175451.0,58483.666666666664,3,999.0,4,4,4,12,Leales
314,sebastian munioz ospina,vip,22,F,2021-06-26,4,296254.0,74063.5,4,1719.0,1,5,5,11,Leales
315,raul herrera moreno,potencial,54,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
316,alejandro moreno toro,potencial,52,M,,3,186701.0,62233.666666666664,3,999.0,4,4,4,12,Leales
317,sofia espana gonzalez,recurrente,77,F,,0,0.0,,0,999.0,4,1,1,6,Potenciales
319,hernan vargas lopez,vip,70,M,,2,131348.0,65674.0,2,999.0,4,3,3,10,Leales
320,alvaro gutierrez ramirez,potencial,54,M,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
321,sofia dominguez perez,empresarial,30,M,,5,214438.0,42887.6,5,999.0,4,5,4,13,Campeones
322,laura alvarez penia,recurrente,58,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
323,patricia niniez ospina,vip,53,M,,2,154426.0,77213.0,2,999.0,4,3,4,11,Leales
324,jesus vargas fernandez,vip,57,F,,3,164045.0,54681.666666666664,3,999.0,4,4,4,12,Leales
325,benjamin lopez gutierrez,empresarial,41,F,,1,103531.0,103531.0,1,999.0,4,1,3,8,Prometedores
326,natalia cruz garcia,vip,57,F,,2,116010.0,58005.0,2,999.0,4,3,3,10,Leales
327,benjamin martinez dominguez,nuevo,35,F,,2,101729.0,50864.5,2,999.0,4,3,3,10,Leales
328,laura gonzalez pena,nuevo,79,F,,1,48682.0,48682.0,1,999.0,4,1,2,7,Prometedores
329,jose sanchez garcia,potencial,30,M,,2,161193.0,80596.5,2,999.0,4,3,4,11,Leales
330,sebastian rodriguez sanchez,recurrente,64,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
331,jesus toro niniez,empresarial,32,M,,3,103238.0,34412.666666666664,3,999.0,4,4,3,11,Leales
332,maria lopez moreno,nuevo,20,M,,1,60281.0,60281.0,1,999.0,4,1,2,7,Prometedores
333,laura ramirez sanchez,empresarial,68,F,2023-05-04,3,157702.0,52567.333333333336,3,1042.0,1,4,4,9,Prometedores
334,patricia gonzalez fernandez,vip,77,F,,1,150447.0,150447.0,1,999.0,4,1,4,9,Prometedores
335,natalia gonzalez cardenas,nuevo,44,M,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
336,paola castanio niniez,nuevo,30,F,,1,112018.0,112018.0,1,999.0,4,1,3,8,Prometedores
337,raul cifuentes garcia,potencial,59,F,2020-09-04,3,31263.0,15631.5,3,2014.0,1,4,2,7,Prometedores
338,jesus lopez toro,nuevo,46,F,,0,0.0,,0,999.0,4,1,1,6,Potenciales
339,jesus martinez cifuentes,nuevo,30,F,,1,53203.0,53203.0,1,999.0,4,1,2,7,Prometedores
340,carolina rodriguez rios,recurrente,18,F,,1,28759.0,28759.0,1,999.0,4,1,1,6,Potenciales
341,jose lopez vargas,nuevo,26,F,2022-10-21,2,163051.0,81525.5,2,1237.0,1,3,4,8,Prometedores
342,angela dominguez ospina,empresarial,32,F,,3,158805.0,52935.0,3,999.0,4,4,4,12,Leales
343,monica gutierrez alvarez,vip,52,M,2022-09-12,1,49128.0,49128.0,1,1276.0,1,1,2,4,Potenciales
345,patricia alvarez gonzalez,empresarial,40,M,,4,148306.0,49435.333333333336,4,999.0,4,5,3,12,Leales
346,daniela alvarez martinez,recurrente,59,F,,2,217501.0,108750.5,2,999.0,4,3,4,11,Leales
347,valentina cifuentes ospina,empresarial,65,F,,2,111826.0,55913.0,2,999.0,4,3,3,10,Leales
348,veronica toro gutierrez,recurrente,65,M,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
350,paola ramirez toro,empresarial,29,M,2022-04-08,4,360050.0,90012.5,4,1433.0,1,5,5,11,Leales
351,ricardo moreno cifuentes,recurrente,19,M,,1,71941.0,71941.0,1,999.0,4,1,2,7,Prometedores
353,natalia herrera ninez,recurrente,48,F,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
354,angela rodriguez perez,recurrente,42,M,2021-10-10,3,86415.0,28805.0,3,1613.0,1,4,2,7,Prometedores
355,ricardo vargas alvarez,vip,64,F,,4,294197.0,73549.25,4,999.0,4,5,5,14,Campeones
356,valentina rodriguez gutierrez,nuevo,44,M,,1,100172.0,100172.0,1,999.0,4,1,3,8,Prometedores
357,jesus sanchez sanchez,vip,30,M,,5,274538.0,54907.6,5,999.0,4,5,5,14,Campeones
358,carolina perez fernandez,potencial,24,F,,3,140813.0,46937.666666666664,3,999.0,4,4,3,11,Leales
359,jesus espana perez,vip,63,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
360,angela rios espania,empresarial,59,F,,1,75315.0,75315.0,1,999.0,4,1,2,7,Prometedores
361,sofia moreno ospina,empresarial,59,F,2020-08-07,3,204390.0,68130.0,3,2042.0,1,4,4,9,Prometedores
362,raul garcia ospina,nuevo,55,F,,2,2000.0,1000.0,2,999.0,4,3,1,8,Prometedores
363,alejandro munioz cruz,recurrente,53,F,2020-06-02,3,249170.0,124585.0,3,2108.0,1,4,5,10,Leales
364,maria ramirez gonzalez,empresarial,73,F,2020-09-09,2,60593.0,60593.0,2,2009.0,1,3,2,6,Potenciales
365,felipe rios fernandez,vip,75,M,,3,260880.0,86960.0,3,999.0,4,4,5,13,Campeones
366,maria fernandez cruz,recurrente,69,F,2023-06-05,2,99214.0,49607.0,2,1010.0,1,3,3,7,Prometedores
367,alejandro gutierrez alvarez,vip,60,F,,0,0.0,,0,999.0,4,1,1,6,Potenciales
368,alejandro cifuentes toro,nuevo,29,M,,3,201720.0,67240.0,3,999.0,4,4,4,12,Leales
369,jose gutierrez castanio,vip,55,M,,1,146502.0,146502.0,1,999.0,4,1,3,8,Prometedores
370,alejandro fernandez rodriguez,empresarial,30,M,,1,38070.0,38070.0,1,999.0,4,1,2,7,Prometedores
371,felipe castanio perez,recurrente,30,M,,2,157299.0,78649.5,2,999.0,4,3,4,11,Leales
372,claudia cifuentes gutierrez,potencial,22,F,2024-06-30,5,196019.0,39203.8,5,619.0,5,5,4,14,Campeones
373,paola espania lopez,vip,53,F,,2,35487.0,17743.5,2,999.0,4,3,2,9,Prometedores
374,valentina herrera garcia,potencial,47,F,,1,53229.0,53229.0,1,999.0,4,1,2,7,Prometedores
375,julian rodriguez rios,vip,35,F,,2,45065.0,22532.5,2,999.0,4,3,2,9,Prometedores
376,camilo munoz cifuentes,nuevo,65,F,,3,115172.0,38390.666666666664,3,999.0,4,4,3,11,Leales
377,valentina dominguez cruz,nuevo,75,M,2023-02-04,5,411529.0,82305.8,5,1131.0,1,5,5,11,Leales
378,mauricio toro alvarez,nuevo,21,F,2024-11-03,2,198379.0,99189.5,2,493.0,5,3,4,12,Leales
380,sofia martinez ospina,empresarial,67,M,,4,394467.0,98616.75,4,999.0,4,5,5,14,Campeones
381,raul garcia lopez,vip,30,M,,1,1000.0,1000.0,1,999.0,4,1,1,6,Potenciales
382,carolina rodriguez cifuentes,nuevo,34,F,2021-02-06,6,264048.0,44008.0,6,1859.0,1,5,5,11,Leales
383,felipe espania fernandez,recurrente,32,F,2021-11-11,5,220902.0,44180.4,5,1581.0,1,5,5,11,Leales
384,claudia toro pena,recurrente,45,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
385,paola cardenas ninez,empresarial,39,M,,4,153719.0,38429.75,4,999.0,4,5,4,13,Campeones
386,julian fernandez vargas,nuevo,33,M,,3,172147.0,57382.333333333336,3,999.0,4,4,4,12,Leales
387,julian rodriguez vargas,vip,33,M,,2,220621.0,110310.5,2,999.0,4,3,4,11,Leales
388,sofia cardenas cardenas,nuevo,40,F,,2,1000.0,1000.0,2,999.0,4,3,1,8,Prometedores
389,paola castano martinez,vip,50,M,,1,142566.0,142566.0,1,999.0,4,1,3,8,Prometedores
390,jesus espana garcia,recurrente,68,F,,1,41240.0,41240.0,1,999.0,4,1,2,7,Prometedores
391,alvaro rodriguez vargas,empresarial,78,F,,1,52987.0,52987.0,1,999.0,4,1,2,7,Prometedores
392,andres vargas dominguez,recurrente,77,F,2023-08-06,3,156741.0,52247.0,3,948.0,5,4,4,13,Campeones
394,carolina fernandez ospina,vip,36,M,2020-08-09,4,287656.0,71914.0,3,2040.0,1,5,5,11,Leales
395,alvaro lopez espania,recurrente,46,F,,2,25655.0,12827.5,2,999.0,4,3,1,8,Prometedores
396,carolina lopez rios,nuevo,26,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
397,ricardo vargas ospina,empresarial,77,F,2023-01-03,2,144849.0,72424.5,2,1163.0,1,3,3,7,Prometedores
398,natalia cardenas ninez,empresarial,80,M,2020-03-06,1,88712.0,88712.0,1,2196.0,1,1,2,4,Potenciales
399,angela alvarez ramirez,potencial,57,F,,2,82203.0,41101.5,2,999.0,4,3,2,9,Prometedores
400,felipe dominguez munioz,vip,30,M,,0,0.0,,0,999.0,4,1,1,6,Potenciales
401,laura alvarez cardenas,potencial,45,F,2021-02-14,4,364150.0,91037.5,4,1851.0,1,5,5,11,Leales
403,sofia munioz gonzalez,recurrente,44,F,2021-01-03,2,100006.0,50003.0,2,1893.0,1,3,3,7,Prometedores
404,maria herrera toro,recurrente,21,F,,3,162430.0,54143.333333333336,3,999.0,4,4,4,12,Leales
405,carolina garcia martinez,vip,31,F,2023-05-31,4,219394.0,54848.5,4,1015.0,1,5,4,10,Leales
406,alvaro sanchez toro,recurrente,61,M,,2,53250.0,26625.0,2,999.0,4,3,2,9,Prometedores
407,benjamin espania munioz,potencial,22,M,,3,280958.0,93652.66666666667,3,999.0,4,4,5,13,Campeones
408,sebastian lopez sanchez,vip,58,F,,0,0.0,,0,999.0,4,1,1,6,Potenciales
409,jose rodriguez garcia,vip,25,F,,2,233502.0,116751.0,2,999.0,3,3,5,11,Leales
410,jose fernandez penia,nuevo,71,M,,2,183662.0,91831.0,2,999.0,3,3,4,10,Leales
411,veronica cardenas moreno,potencial,23,F,,4,250819.0,62704.75,4,999.0,3,5,5,13,Campeones
412,hernan gutierrez perez,recurrente,71,M,,3,191418.0,63806.0,3,999.0,3,4,4,11,Leales
413,jesus penia rios,recurrente,21,F,,2,150156.0,75078.0,2,999.0,3,3,4,10,Leales
414,sofia cifuentes cardenas,nuevo,30,F,,3,169593.0,56531.0,3,999.0,3,4,4,11,Leales
415,maria dominguez ramirez,empresarial,67,F,2023-03-26,2,197218.0,98609.0,2,1081.0,1,3,4,8,Prometedores
416,diego cruz rios,recurrente,21,M,,4,332934.0,83233.5,4,999.0,3,5,5,13,Campeones
417,jose toro cifuentes,nuevo,37,M,,1,147302.0,147302.0,1,999.0,3,1,3,7,Prometedores
418,claudia herrera gonzalez,empresarial,59,F,,2,113095.0,56547.5,2,999.0,3,3,3,9,Prometedores
419,laura cruz fernandez,vip,74,F,,1,92123.0,92123.0,1,999.0,3,1,2,6,Potenciales
421,raul ramirez pena,vip,19,F,,1,1000.0,1000.0,1,999.0,3,1,1,5,Potenciales
422,veronica alvarez alvarez,empresarial,80,M,2024-10-01,4,273243.0,68310.75,4,526.0,5,5,5,15,Campeones
423,alejandro cifuentes pena,empresarial,38,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
424,andres moreno cruz,vip,48,F,,3,158503.0,52834.333333333336,3,999.0,3,4,4,11,Leales
425,monica ramirez moreno,nuevo,47,F,,1,95496.0,95496.0,1,999.0,3,1,3,7,Prometedores
426,claudia garcia rodriguez,empresarial,30,M,,1,87913.0,87913.0,1,999.0,3,2,2,7,Prometedores
427,raul fernandez gutierrez,nuevo,22,M,,4,285456.0,71364.0,4,999.0,3,5,5,13,Campeones
428,hernan fernandez cruz,potencial,52,M,,2,183602.0,91801.0,2,999.0,3,3,4,10,Leales
429,maria ramirez cifuentes,nuevo,66,M,2023-07-24,3,314496.0,104832.0,3,961.0,5,4,5,14,Campeones
430,mauricio vargas gutierrez,recurrente,68,M,,1,103627.0,103627.0,1,999.0,3,2,3,8,Prometedores
431,angela cruz niniez,empresarial,28,F,,2,107582.0,53791.0,2,999.0,3,3,3,9,Prometedores
432,julian dominguez rios,recurrente,78,M,2020-01-06,2,151733.0,75866.5,2,2256.0,1,3,4,8,Prometedores
433,benjamin rodriguez ramirez,recurrente,42,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
434,valentina sanchez cruz,recurrente,30,M,,2,183705.0,91852.5,2,999.0,3,3,4,10,Leales
435,paola alvarez ramirez,empresarial,23,F,,1,114638.0,114638.0,1,999.0,3,2,3,8,Prometedores
436,maria dominguez martinez,potencial,33,M,2020-04-21,2,186805.0,93402.5,2,2150.0,1,3,4,8,Prometedores
437,sebastian ramirez toro,potencial,56,M,,1,135338.0,135338.0,1,999.0,3,2,3,8,Prometedores
438,camilo gonzalez espania,nuevo,56,F,,2,2000.0,1000.0,2,999.0,3,3,1,7,Prometedores
439,felipe moreno rodriguez,nuevo,68,F,2023-09-11,3,109844.0,36614.666666666664,3,912.0,5,4,3,12,Leales
440,valentina rodriguez rodriguez,potencial,30,F,,2,183755.0,91877.5,2,999.0,3,3,4,10,Leales
441,jesus gutierrez cruz,vip,43,M,,2,28339.0,14169.5,2,999.0,3,3,1,7,Prometedores
442,natalia alvarez cruz,empresarial,79,M,,1,79616.0,79616.0,1,999.0,3,2,2,7,Prometedores
443,benjamin munioz sanchez,potencial,30,M,,2,153671.0,76835.5,2,999.0,3,3,4,10,Leales
444,sebastian ramirez ospina,vip,58,F,2024-04-12,2,179332.0,89666.0,2,698.0,5,3,4,12,Leales
445,sebastian garcia toro,potencial,70,M,,2,89252.0,44626.0,2,999.0,3,3,2,8,Prometedores
446,camilo munioz ninez,recurrente,75,F,,1,125686.0,125686.0,1,999.0,3,2,3,8,Prometedores
447,hernan penia gonzalez,nuevo,59,M,2021-07-21,3,335474.0,111824.66666666667,3,1694.0,1,4,5,10,Leales
448,raul penia lopez,vip,18,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
449,laura ramirez alvarez,empresarial,32,M,2021-08-10,4,295892.0,73973.0,4,1674.0,1,5,5,11,Leales
450,maria munoz cardenas,nuevo,51,F,,6,240771.0,40128.5,6,999.0,3,5,5,13,Campeones
451,sofia cruz cardenas,vip,57,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
452,veronica pena alvarez,empresarial,38,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
453,felipe cardenas castano,empresarial,35,M,,1,88340.0,88340.0,1,999.0,3,2,2,7,Prometedores
454,maria lopez garcia,potencial,51,M,2022-08-19,3,336007.0,112002.33333333333,3,1300.0,1,4,5,10,Leales
455,jesus perez gutierrez,empresarial,63,M,2024-07-11,2,124176.0,62088.0,2,608.0,5,3,3,11,Leales
456,daniela niniez herrera,nuevo,41,F,,1,37183.0,37183.0,1,999.0,3,2,2,7,Prometedores
457,andres lopez lopez,nuevo,44,M,,2,2000.0,1000.0,2,999.0,3,3,1,7,Prometedores
458,alvaro garcia ramirez,vip,45,M,,1,137911.0,137911.0,1,999.0,3,2,3,8,Prometedores
459,alvaro castano martinez,nuevo,44,F,,3,285131.0,95043.66666666667,3,999.0,3,4,5,12,Leales
460,alvaro penia rodriguez,empresarial,51,M,,2,148477.0,74238.5,2,999.0,3,3,3,9,Prometedores
461,veronica ospina niniez,nuevo,27,M,,2,101585.0,50792.5,2,999.0,3,3,3,9,Prometedores
462,ricardo penia alvarez,potencial,32,M,,3,200890.0,66963.33333333333,3,999.0,3,4,4,11,Leales
463,ricardo moreno lopez,potencial,75,F,2021-12-15,4,140591.0,35147.75,4,1547.0,1,5,3,9,Prometedores
464,natalia perez cruz,potencial,30,M,,2,31501.0,15750.5,2,999.0,3,3,2,8,Prometedores
465,angela moreno ramirez,recurrente,55,M,,1,24668.0,24668.0,1,999.0,3,2,1,6,Potenciales
466,camilo cardenas ramirez,vip,60,M,,1,39898.0,39898.0,1,999.0,3,2,2,7,Prometedores
467,monica moreno cruz,vip,65,M,2022-04-25,5,171997.0,34399.4,5,1416.0,1,5,4,10,Leales
468,carolina ramirez pena,empresarial,19,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
469,laura cifuentes alvarez,recurrente,53,M,2022-11-13,2,2000.0,1000.0,2,1214.0,1,3,1,5,Potenciales
470,felipe munioz munioz,potencial,22,F,,1,145031.0,145031.0,1,999.0,3,2,3,8,Prometedores
471,jose ramirez rios,empresarial,44,M,2020-10-27,3,205812.0,68604.0,3,1961.0,1,4,4,9,Prometedores
472,diego gonzalez espania,potencial,46,M,2023-07-09,1,54417.0,54417.0,1,976.0,5,2,2,9,Prometedores
474,mauricio alvarez martinez,nuevo,51,F,,1,44035.0,44035.0,1,999.0,3,2,2,7,Prometedores
475,angela espania niniez,recurrente,23,M,,2,97557.0,48778.5,2,999.0,3,3,3,9,Prometedores
476,camilo ramirez ramirez,vip,27,F,,4,277364.0,69341.0,4,999.0,3,5,5,13,Campeones
477,mauricio cardenas toro,vip,46,F,,3,341036.0,113678.66666666667,3,999.0,3,4,5,12,Leales
478,camilo rios ospina,empresarial,34,M,,2,52584.0,52584.0,2,999.0,3,3,2,8,Prometedores
479,maria gonzalez alvarez,vip,68,M,,1,1000.0,1000.0,1,999.0,3,2,1,6,Potenciales
480,sebastian moreno dominguez,vip,25,M,,1,75021.0,75021.0,1,999.0,3,2,2,7,Prometedores
481,laura ramirez niniez,empresarial,57,M,,2,93736.0,46868.0,2,999.0,3,3,2,8,Prometedores
482,sofia cardenas lopez,nuevo,34,F,,2,70543.0,35271.5,1,999.0,3,3,2,8,Prometedores
483,alejandro ospina ninez,potencial,37,F,,4,46560.0,23280.0,4,999.0,3,5,2,10,Leales
484,sofia perez rodriguez,potencial,67,F,2021-09-02,1,84786.0,84786.0,1,1651.0,1,2,2,5,Potenciales
485,natalia vargas fernandez,empresarial,39,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
486,paola herrera gutierrez,empresarial,53,M,,1,115949.0,115949.0,1,999.0,3,2,3,8,Prometedores
487,julian niniez alvarez,potencial,21,M,,2,2000.0,1000.0,2,999.0,3,3,1,7,Prometedores
488,ricardo herrera vargas,potencial,78,F,2020-07-19,3,255147.0,85049.0,3,2061.0,1,4,5,10,Leales
489,veronica gutierrez cruz,nuevo,29,M,2024-07-15,4,319193.0,79798.25,4,604.0,5,5,5,15,Campeones
491,laura ninez vargas,recurrente,19,M,,1,103011.0,103011.0,1,999.0,3,2,3,8,Prometedores
492,veronica martinez dominguez,potencial,30,F,,2,219065.0,109532.5,2,999.0,3,3,4,10,Leales
493,mauricio munioz ninez,empresarial,45,M,,4,256272.0,64068.0,4,999.0,3,5,5,13,Campeones
494,ricardo ospina gonzalez,vip,73,M,,1,83606.0,83606.0,1,999.0,3,2,2,7,Prometedores
495,carolina martinez sanchez,vip,25,F,,3,98417.0,32805.666666666664,3,999.0,3,4,3,10,Leales
496,paola dominguez castano,vip,48,F,,2,111455.0,55727.5,2,999.0,3,3,3,9,Prometedores
497,laura ospina cifuentes,vip,30,M,,4,310741.0,77685.25,4,999.0,3,5,5,13,Campeones
498,alejandro ramirez cardenas,nuevo,62,F,,3,291060.0,97020.0,3,999.0,3,4,5,12,Leales
499,sebastian alvarez gutierrez,nuevo,20,F,,5,256026.0,51205.2,5,999.0,3,5,5,13,Campeones
500,diego penia castano,nuevo,44,M,,4,220802.0,55200.5,4,999.0,3,5,4,12,Leales
501,jose perez munoz,recurrente,68,M,,1,104898.0,104898.0,1,999.0,3,2,3,8,Prometedores
502,sofia lopez moreno,recurrente,49,M,2020-08-08,3,247746.0,82582.0,3,2041.0,1,4,5,10,Leales
503,carolina martinez castano,nuevo,79,F,,1,96524.0,96524.0,1,999.0,3,2,3,8,Prometedores
504,alvaro lopez vargas,empresarial,56,M,,3,203822.0,67940.66666666667,3,999.0,3,4,4,11,Leales
505,monica perez gonzalez,vip,44,F,2024-11-10,6,532978.0,88829.66666666667,6,486.0,5,5,5,15,Campeones
506,andres garcia sanchez,nuevo,78,F,,3,273799.0,91266.33333333333,3,999.0,3,4,5,12,Leales
507,sofia moreno toro,nuevo,22,M,2020-12-03,3,142251.0,47417.0,3,1924.0,1,4,3,8,Prometedores
508,ricardo cifuentes gutierrez,nuevo,45,M,,3,133653.0,44551.0,3,999.0,3,4,3,10,Leales
509,mauricio martinez herrera,potencial,28,M,,2,153017.0,76508.5,2,999.0,3,3,4,10,Leales
510,laura cardenas castanio,nuevo,79,F,,5,363468.0,72693.6,5,999.0,3,5,5,13,Campeones
511,patricia fernandez penia,recurrente,31,M,2024-03-12,1,130424.0,130424.0,1,729.0,5,2,3,10,Leales
512,hernan cardenas gonzalez,potencial,71,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
513,raul gutierrez rios,empresarial,38,F,2022-06-20,6,120431.0,20071.833333333332,6,1360.0,1,5,3,9,Prometedores
514,paola alvarez castano,empresarial,30,F,2020-11-03,2,119469.0,59734.5,2,1954.0,1,3,3,7,Prometedores
515,sofia cardenas munoz,empresarial,30,F,,2,2000.0,1000.0,2,999.0,3,3,1,7,Prometedores
516,patricia martinez penia,nuevo,43,F,,2,97204.0,48602.0,2,999.0,3,3,3,9,Prometedores
517,camilo moreno dominguez,vip,21,M,2024-08-22,3,385494.0,128498.0,3,566.0,5,4,5,14,Campeones
518,diego munioz ramirez,vip,53,M,2022-12-12,1,1000.0,1000.0,1,1185.0,1,2,1,4,Potenciales
520,angela cruz perez,vip,74,F,,3,179974.0,59991.333333333336,3,999.0,3,4,4,11,Leales
521,camilo gonzalez dominguez,potencial,72,F,,1,98369.0,98369.0,1,999.0,3,2,3,8,Prometedores
522,angela lopez espania,potencial,63,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
523,monica munoz niniez,empresarial,73,F,,1,88192.0,88192.0,1,999.0,3,2,2,7,Prometedores
524,claudia cifuentes ospina,empresarial,22,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
525,claudia cifuentes munioz,potencial,80,M,2020-05-06,3,197424.0,65808.0,3,2135.0,1,4,4,9,Prometedores
526,alvaro perez castanio,nuevo,23,F,,4,90472.0,22618.0,4,999.0,3,5,2,10,Leales
527,mauricio alvarez munoz,recurrente,53,F,,4,152155.0,50718.333333333336,4,999.0,3,5,4,12,Leales
